Order ID;Order Date;On Truck Scan Date;Ship Mode
CA-2020-151176;13/2/2020;21/02/2020;Standard Processing
CA-2020-105809;20/2/2020;24/02/2020;Express
CA-2020-105809;20/2/2020;24/02/2020;Express
US-2020-163195;17/2/2020;24/02/2020;Standard Processing
CA-2020-164707;18/2/2020;24/02/2020;Standard Processing
CA-2020-164707;18/2/2020;24/02/2020;Standard Processing
CA-2020-164707;18/2/2020;24/02/2020;Standard Processing
CA-2020-122693;19/2/2020;24/02/2020;Standard Processing
CA-2020-118521;16/2/2020;24/02/2020;Standard Processing
CA-2020-105445;20/2/2020;26/02/2020;Standard Processing
CA-2020-120019;16/2/2020;26/02/2020;Standard Processing
CA-2020-120019;16/2/2020;26/02/2020;Standard Processing
CA-2020-163265;16/2/2020;26/02/2020;Standard Processing
CA-2020-163265;16/2/2020;26/02/2020;Standard Processing
CA-2020-163265;16/2/2020;26/02/2020;Standard Processing
CA-2020-163265;16/2/2020;26/02/2020;Standard Processing
CA-2020-163265;16/2/2020;26/02/2020;Standard Processing
CA-2020-154039;17/2/2020;26/02/2020;Standard Processing
CA-2020-154039;17/2/2020;26/02/2020;Standard Processing
CA-2020-132647;17/2/2020;26/02/2020;Standard Processing
CA-2020-132647;17/2/2020;26/02/2020;Standard Processing
CA-2020-166415;19/2/2020;26/02/2020;Standard Processing
CA-2020-150525;20/2/2020;26/02/2020;Standard Processing
CA-2020-150525;20/2/2020;26/02/2020;Standard Processing
CA-2020-136007;23/2/2020;26/02/2020;Standard Processing
CA-2020-136007;23/2/2020;26/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-135937;20/2/2020;28/02/2020;Standard Processing
CA-2020-124940;21/2/2020;28/02/2020;Standard Processing
CA-2020-124114;2/3/2020;02/03/2020;Express
CA-2020-117212;26/2/2020;02/03/2020;Standard Processing
CA-2020-117212;26/2/2020;02/03/2020;Standard Processing
CA-2020-117212;26/2/2020;02/03/2020;Standard Processing
CA-2020-117212;26/2/2020;02/03/2020;Standard Processing
CA-2020-117212;26/2/2020;02/03/2020;Standard Processing
CA-2020-111374;24/2/2020;02/03/2020;Standard Processing
CA-2020-127397;24/2/2020;02/03/2020;Standard Processing
CA-2020-127397;24/2/2020;02/03/2020;Standard Processing
CA-2020-104647;23/2/2020;04/03/2020;Standard Processing
CA-2020-125878;25/2/2020;04/03/2020;Standard Processing
US-2020-134642;25/2/2020;04/03/2020;Standard Processing
US-2020-134642;25/2/2020;04/03/2020;Standard Processing
CA-2020-121706;26/2/2020;04/03/2020;Standard Processing
CA-2020-121258;26/2/2020;04/03/2020;Standard Processing
CA-2020-121258;26/2/2020;04/03/2020;Standard Processing
CA-2020-121258;26/2/2020;04/03/2020;Standard Processing
CA-2020-147753;5/3/2020;06/03/2020;Express
CA-2020-168123;5/3/2020;06/03/2020;Express
CA-2020-168123;5/3/2020;06/03/2020;Express
CA-2020-168123;5/3/2020;06/03/2020;Express
CA-2020-168123;5/3/2020;06/03/2020;Express
CA-2020-161046;5/3/2020;06/03/2020;Express
CA-2020-161046;5/3/2020;06/03/2020;Express
CA-2020-161046;5/3/2020;06/03/2020;Express
CA-2020-161046;5/3/2020;06/03/2020;Express
US-2020-119816;4/3/2020;09/03/2020;Standard Processing
US-2020-119816;4/3/2020;09/03/2020;Standard Processing
US-2020-119816;4/3/2020;09/03/2020;Standard Processing
CA-2020-101959;28/2/2020;09/03/2020;Standard Processing
CA-2020-101959;28/2/2020;09/03/2020;Standard Processing
CA-2020-152261;2/3/2020;09/03/2020;Standard Processing
CA-2020-125101;6/3/2020;11/03/2020;Standard Processing
CA-2020-146024;2/3/2020;11/03/2020;Standard Processing
CA-2020-146024;2/3/2020;11/03/2020;Standard Processing
CA-2020-163902;2/3/2020;11/03/2020;Standard Processing
CA-2020-163902;2/3/2020;11/03/2020;Standard Processing
CA-2020-104885;2/3/2020;11/03/2020;Standard Processing
CA-2020-104885;2/3/2020;11/03/2020;Standard Processing
CA-2020-104885;2/3/2020;11/03/2020;Standard Processing
CA-2020-104885;2/3/2020;11/03/2020;Standard Processing
CA-2020-155712;2/3/2020;11/03/2020;Standard Processing
CA-2020-121804;3/3/2020;11/03/2020;Standard Processing
CA-2020-127621;3/3/2020;11/03/2020;Standard Processing
CA-2020-111815;3/3/2020;11/03/2020;Standard Processing
CA-2020-111815;3/3/2020;11/03/2020;Standard Processing
CA-2020-123085;3/3/2020;11/03/2020;Standard Processing
CA-2020-123085;3/3/2020;11/03/2020;Standard Processing
CA-2020-117513;3/3/2020;11/03/2020;Standard Processing
CA-2020-110478;4/3/2020;11/03/2020;Standard Processing
CA-2020-110478;4/3/2020;11/03/2020;Standard Processing
CA-2020-142174;4/3/2020;11/03/2020;Standard Processing
US-2020-119039;6/3/2020;11/03/2020;Standard Processing
CA-2020-167640;6/3/2020;11/03/2020;Standard Processing
CA-2020-167640;6/3/2020;11/03/2020;Standard Processing
CA-2020-167640;6/3/2020;11/03/2020;Standard Processing
CA-2020-167640;6/3/2020;11/03/2020;Standard Processing
CA-2020-136672;7/3/2020;11/03/2020;Standard Processing
CA-2020-110884;7/3/2020;11/03/2020;Standard Processing
CA-2020-110884;7/3/2020;11/03/2020;Standard Processing
CA-2020-155698;8/3/2020;13/03/2020;Express
CA-2020-155698;8/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-157966;13/3/2020;13/03/2020;Express
CA-2020-168193;6/3/2020;13/03/2020;Standard Processing
CA-2020-168193;6/3/2020;13/03/2020;Standard Processing
CA-2020-148642;6/3/2020;13/03/2020;Standard Processing
CA-2020-148642;6/3/2020;13/03/2020;Standard Processing
CA-2020-153843;13/3/2020;16/03/2020;Express
CA-2020-153843;13/3/2020;16/03/2020;Express
CA-2020-153843;13/3/2020;16/03/2020;Express
CA-2020-162474;13/3/2020;16/03/2020;Express
CA-2020-161172;16/3/2020;16/03/2020;Express
CA-2020-161172;16/3/2020;16/03/2020;Express
CA-2020-161172;16/3/2020;16/03/2020;Express
CA-2020-161172;16/3/2020;16/03/2020;Express
CA-2020-161172;16/3/2020;16/03/2020;Express
CA-2020-102834;9/3/2020;16/03/2020;Standard Processing
CA-2020-147354;9/3/2020;16/03/2020;Standard Processing
CA-2020-147354;9/3/2020;16/03/2020;Standard Processing
CA-2020-140494;10/3/2020;18/03/2020;Standard Processing
CA-2020-104080;8/3/2020;18/03/2020;Standard Processing
CA-2020-104080;8/3/2020;18/03/2020;Standard Processing
CA-2020-144638;10/3/2020;18/03/2020;Standard Processing
CA-2020-144638;10/3/2020;18/03/2020;Standard Processing
CA-2020-144638;10/3/2020;18/03/2020;Standard Processing
CA-2020-144638;10/3/2020;18/03/2020;Standard Processing
CA-2020-130967;10/3/2020;18/03/2020;Standard Processing
CA-2020-155824;10/3/2020;18/03/2020;Standard Processing
CA-2020-155824;10/3/2020;18/03/2020;Standard Processing
CA-2020-132290;10/3/2020;18/03/2020;Standard Processing
CA-2020-147291;11/3/2020;18/03/2020;Standard Processing
US-2020-141558;11/3/2020;18/03/2020;Standard Processing
US-2020-141558;11/3/2020;18/03/2020;Standard Processing
US-2020-141558;11/3/2020;18/03/2020;Standard Processing
US-2020-141558;11/3/2020;18/03/2020;Standard Processing
US-2020-133081;11/3/2020;18/03/2020;Standard Processing
US-2020-133081;11/3/2020;18/03/2020;Standard Processing
CA-2020-159352;12/3/2020;18/03/2020;Standard Processing
CA-2020-116288;12/3/2020;18/03/2020;Standard Processing
CA-2020-152786;12/3/2020;18/03/2020;Standard Processing
CA-2020-107713;13/3/2020;18/03/2020;Standard Processing
US-2020-146906;13/3/2020;18/03/2020;Standard Processing
CA-2020-166499;19/3/2020;20/03/2020;Express
CA-2020-122763;20/3/2020;20/03/2020;Express
CA-2020-122763;20/3/2020;20/03/2020;Express
CA-2020-106859;13/3/2020;20/03/2020;Standard Processing
CA-2020-106859;13/3/2020;20/03/2020;Standard Processing
CA-2020-106859;13/3/2020;20/03/2020;Standard Processing
CA-2020-106859;13/3/2020;20/03/2020;Standard Processing
CA-2020-106859;13/3/2020;20/03/2020;Standard Processing
CA-2020-114370;14/3/2020;20/03/2020;Standard Processing
US-2020-101539;16/3/2020;20/03/2020;Standard Processing
US-2020-101539;16/3/2020;20/03/2020;Standard Processing
US-2020-101539;16/3/2020;20/03/2020;Standard Processing
CA-2020-152135;16/3/2020;20/03/2020;Standard Processing
CA-2020-166296;13/3/2020;20/03/2020;Standard Processing
CA-2020-105410;19/3/2020;23/03/2020;Express
CA-2020-105410;19/3/2020;23/03/2020;Express
CA-2020-105410;19/3/2020;23/03/2020;Express
CA-2020-105410;19/3/2020;23/03/2020;Express
CA-2020-122007;18/3/2020;23/03/2020;Standard Processing
CA-2020-105851;13/3/2020;23/03/2020;Standard Processing
CA-2020-155985;23/3/2020;25/03/2020;Express
CA-2020-140151;23/3/2020;25/03/2020;Express
CA-2020-140151;23/3/2020;25/03/2020;Express
CA-2020-140151;23/3/2020;25/03/2020;Express
CA-2020-101637;24/3/2020;25/03/2020;Express
CA-2020-129567;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-140949;17/3/2020;25/03/2020;Standard Processing
CA-2020-124436;19/3/2020;25/03/2020;Standard Processing
CA-2020-124436;19/3/2020;25/03/2020;Standard Processing
CA-2020-124436;19/3/2020;25/03/2020;Standard Processing
CA-2020-124436;19/3/2020;25/03/2020;Standard Processing
CA-2020-129294;16/3/2020;25/03/2020;Standard Processing
CA-2020-129294;16/3/2020;25/03/2020;Standard Processing
CA-2020-129294;16/3/2020;25/03/2020;Standard Processing
CA-2020-129294;16/3/2020;25/03/2020;Standard Processing
CA-2020-142867;17/3/2020;25/03/2020;Standard Processing
CA-2020-142867;17/3/2020;25/03/2020;Standard Processing
US-2020-129224;17/3/2020;25/03/2020;Standard Processing
US-2020-119438;18/3/2020;25/03/2020;Standard Processing
US-2020-119438;18/3/2020;25/03/2020;Standard Processing
US-2020-119438;18/3/2020;25/03/2020;Standard Processing
US-2020-119438;18/3/2020;25/03/2020;Standard Processing
CA-2020-160087;18/3/2020;25/03/2020;Standard Processing
CA-2020-148145;18/3/2020;25/03/2020;Standard Processing
CA-2020-162075;18/3/2020;25/03/2020;Standard Processing
CA-2020-143084;18/3/2020;25/03/2020;Standard Processing
CA-2020-143084;18/3/2020;25/03/2020;Standard Processing
US-2020-104955;19/3/2020;25/03/2020;Standard Processing
CA-2020-140515;19/3/2020;25/03/2020;Standard Processing
CA-2020-165491;20/3/2020;25/03/2020;Standard Processing
US-2020-143770;20/3/2020;25/03/2020;Standard Processing
US-2020-143770;20/3/2020;25/03/2020;Standard Processing
CA-2020-119452;21/3/2020;25/03/2020;Standard Processing
CA-2020-156272;21/3/2020;25/03/2020;Standard Processing
CA-2020-120719;23/3/2020;27/03/2020;Express
CA-2020-166184;24/3/2020;27/03/2020;Express
CA-2020-166184;24/3/2020;27/03/2020;Express
CA-2020-166184;24/3/2020;27/03/2020;Express
US-2020-117534;25/3/2020;27/03/2020;Express
US-2020-117534;25/3/2020;27/03/2020;Express
US-2020-117534;25/3/2020;27/03/2020;Express
US-2020-117534;25/3/2020;27/03/2020;Express
US-2020-117534;25/3/2020;27/03/2020;Express
US-2020-121251;26/3/2020;27/03/2020;Express
US-2020-121251;26/3/2020;27/03/2020;Express
CA-2020-154214;20/3/2020;27/03/2020;Standard Processing
CA-2020-108539;21/3/2020;27/03/2020;Standard Processing
CA-2020-108539;21/3/2020;27/03/2020;Standard Processing
CA-2020-108539;21/3/2020;27/03/2020;Standard Processing
CA-2020-117156;21/3/2020;27/03/2020;Standard Processing
CA-2020-136511;23/3/2020;27/03/2020;Standard Processing
CA-2020-147144;26/3/2020;30/03/2020;Express
US-2020-120147;30/3/2020;30/03/2020;Express
US-2020-120147;30/3/2020;30/03/2020;Express
CA-2020-169285;21/3/2020;30/03/2020;Standard Processing
CA-2020-169285;21/3/2020;30/03/2020;Standard Processing
CA-2020-111591;21/3/2020;30/03/2020;Standard Processing
CA-2020-111591;21/3/2020;30/03/2020;Standard Processing
CA-2020-111591;21/3/2020;30/03/2020;Standard Processing
CA-2020-111591;21/3/2020;30/03/2020;Standard Processing
CA-2020-135650;23/3/2020;30/03/2020;Standard Processing
CA-2020-113474;30/3/2020;01/04/2020;Express
CA-2020-167101;24/3/2020;01/04/2020;Standard Processing
CA-2020-167101;24/3/2020;01/04/2020;Standard Processing
CA-2020-101077;25/3/2020;01/04/2020;Standard Processing
CA-2020-139416;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
CA-2020-113705;27/3/2020;01/04/2020;Standard Processing
US-2020-140074;23/3/2020;01/04/2020;Standard Processing
CA-2020-122308;24/3/2020;01/04/2020;Standard Processing
CA-2020-112039;25/3/2020;01/04/2020;Standard Processing
CA-2020-155880;25/3/2020;01/04/2020;Standard Processing
CA-2020-155880;25/3/2020;01/04/2020;Standard Processing
CA-2020-155880;25/3/2020;01/04/2020;Standard Processing
CA-2020-143651;25/3/2020;01/04/2020;Standard Processing
CA-2020-105193;25/3/2020;01/04/2020;Standard Processing
US-2020-141677;26/3/2020;01/04/2020;Standard Processing
US-2020-141677;26/3/2020;01/04/2020;Standard Processing
US-2020-141677;26/3/2020;01/04/2020;Standard Processing
US-2020-141677;26/3/2020;01/04/2020;Standard Processing
US-2020-141677;26/3/2020;01/04/2020;Standard Processing
CA-2020-124716;27/3/2020;01/04/2020;Standard Processing
CA-2020-124716;27/3/2020;01/04/2020;Standard Processing
CA-2020-124716;27/3/2020;01/04/2020;Standard Processing
US-2020-166611;28/3/2020;01/04/2020;Standard Processing
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
US-2020-147886;28/3/2020;03/04/2020;Express
CA-2020-144680;31/3/2020;03/04/2020;Express
CA-2020-149881;1/4/2020;03/04/2020;Express
CA-2020-149881;1/4/2020;03/04/2020;Express
CA-2020-129028;1/4/2020;03/04/2020;Express
CA-2020-126634;30/3/2020;03/04/2020;Standard Processing
CA-2020-100524;31/3/2020;03/04/2020;Standard Processing
CA-2020-100524;31/3/2020;03/04/2020;Standard Processing
CA-2020-100524;31/3/2020;03/04/2020;Standard Processing
US-2020-159205;31/3/2020;03/04/2020;Standard Processing
US-2020-159205;31/3/2020;03/04/2020;Standard Processing
CA-2020-133263;31/3/2020;03/04/2020;Standard Processing
CA-2020-133263;31/3/2020;03/04/2020;Standard Processing
CA-2020-133263;31/3/2020;03/04/2020;Standard Processing
CA-2020-113208;26/3/2020;03/04/2020;Standard Processing
CA-2020-162033;26/3/2020;03/04/2020;Standard Processing
CA-2020-162033;26/3/2020;03/04/2020;Standard Processing
CA-2020-144491;27/3/2020;03/04/2020;Standard Processing
CA-2020-144491;27/3/2020;03/04/2020;Standard Processing
CA-2020-144491;27/3/2020;03/04/2020;Standard Processing
CA-2020-144491;27/3/2020;03/04/2020;Standard Processing
CA-2020-121419;2/4/2020;06/04/2020;Express
CA-2020-121419;2/4/2020;06/04/2020;Express
CA-2020-106355;2/4/2020;06/04/2020;Express
CA-2020-127264;3/4/2020;06/04/2020;Express
CA-2020-126550;29/3/2020;06/04/2020;Standard Processing
US-2020-154851;30/3/2020;06/04/2020;Standard Processing
CA-2020-129910;30/3/2020;06/04/2020;Standard Processing
CA-2020-144848;4/4/2020;08/04/2020;Express
CA-2020-144848;4/4/2020;08/04/2020;Express
CA-2020-144848;4/4/2020;08/04/2020;Express
CA-2020-140536;4/4/2020;08/04/2020;Express
CA-2020-114524;31/3/2020;08/04/2020;Standard Processing
CA-2020-145877;1/4/2020;08/04/2020;Standard Processing
CA-2020-145877;1/4/2020;08/04/2020;Standard Processing
CA-2020-134495;1/4/2020;08/04/2020;Standard Processing
CA-2020-134495;1/4/2020;08/04/2020;Standard Processing
CA-2020-134495;1/4/2020;08/04/2020;Standard Processing
CA-2020-134495;1/4/2020;08/04/2020;Standard Processing
CA-2020-154907;31/3/2020;08/04/2020;Standard Processing
CA-2020-102771;31/3/2020;08/04/2020;Standard Processing
US-2020-160143;31/3/2020;08/04/2020;Standard Processing
CA-2020-147942;1/4/2020;08/04/2020;Standard Processing
CA-2020-147942;1/4/2020;08/04/2020;Standard Processing
CA-2020-118360;1/4/2020;08/04/2020;Standard Processing
US-2020-123281;2/4/2020;08/04/2020;Standard Processing
CA-2020-145275;2/4/2020;08/04/2020;Standard Processing
CA-2020-131156;3/4/2020;08/04/2020;Standard Processing
CA-2020-109211;4/4/2020;08/04/2020;Standard Processing
CA-2020-125115;10/4/2020;10/04/2020;Express
CA-2020-125115;10/4/2020;10/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-135279;9/4/2020;13/04/2020;Express
CA-2020-122154;9/4/2020;13/04/2020;Express
CA-2020-122154;9/4/2020;13/04/2020;Express
CA-2020-122154;9/4/2020;13/04/2020;Express
CA-2020-157903;4/4/2020;13/04/2020;Standard Processing
CA-2020-161592;6/4/2020;13/04/2020;Standard Processing
CA-2020-155460;13/4/2020;15/04/2020;Express
CA-2020-155460;13/4/2020;15/04/2020;Express
CA-2020-159604;14/4/2020;15/04/2020;Express
CA-2020-112900;9/4/2020;15/04/2020;Standard Processing
CA-2020-115070;10/4/2020;15/04/2020;Standard Processing
CA-2020-115070;10/4/2020;15/04/2020;Standard Processing
CA-2020-107265;6/4/2020;15/04/2020;Standard Processing
US-2020-100930;7/4/2020;15/04/2020;Standard Processing
US-2020-100930;7/4/2020;15/04/2020;Standard Processing
US-2020-100930;7/4/2020;15/04/2020;Standard Processing
US-2020-100930;7/4/2020;15/04/2020;Standard Processing
US-2020-100930;7/4/2020;15/04/2020;Standard Processing
CA-2020-165904;7/4/2020;15/04/2020;Standard Processing
CA-2020-165904;7/4/2020;15/04/2020;Standard Processing
CA-2020-112333;8/4/2020;15/04/2020;Standard Processing
CA-2020-112333;8/4/2020;15/04/2020;Standard Processing
CA-2020-150987;8/4/2020;15/04/2020;Standard Processing
CA-2020-150987;8/4/2020;15/04/2020;Standard Processing
US-2020-136721;8/4/2020;15/04/2020;Standard Processing
US-2020-136721;8/4/2020;15/04/2020;Standard Processing
CA-2020-169404;9/4/2020;15/04/2020;Standard Processing
CA-2020-169404;9/4/2020;15/04/2020;Standard Processing
CA-2020-150623;10/4/2020;15/04/2020;Standard Processing
CA-2020-150623;10/4/2020;15/04/2020;Standard Processing
CA-2020-135069;10/4/2020;15/04/2020;Standard Processing
CA-2020-135069;10/4/2020;15/04/2020;Standard Processing
CA-2020-166128;11/4/2020;15/04/2020;Standard Processing
CA-2020-166128;11/4/2020;15/04/2020;Standard Processing
US-2020-143028;11/4/2020;15/04/2020;Standard Processing
CA-2020-130904;11/4/2020;15/04/2020;Standard Processing
CA-2020-130904;11/4/2020;15/04/2020;Standard Processing
CA-2020-144932;14/4/2020;17/04/2020;Express
CA-2020-144932;14/4/2020;17/04/2020;Express
CA-2020-144932;14/4/2020;17/04/2020;Express
CA-2020-126774;15/4/2020;17/04/2020;Express
CA-2020-161851;15/4/2020;17/04/2020;Express
CA-2020-122735;12/4/2020;17/04/2020;Standard Processing
CA-2020-122735;12/4/2020;17/04/2020;Standard Processing
CA-2020-157854;8/4/2020;17/04/2020;Standard Processing
CA-2020-157854;8/4/2020;17/04/2020;Standard Processing
CA-2020-161984;10/4/2020;17/04/2020;Standard Processing
CA-2020-161984;10/4/2020;17/04/2020;Standard Processing
CA-2020-118857;15/4/2020;20/04/2020;Express
CA-2020-122707;16/4/2020;20/04/2020;Express
CA-2020-122707;16/4/2020;20/04/2020;Express
CA-2020-119389;17/4/2020;20/04/2020;Express
CA-2020-134635;15/4/2020;20/04/2020;Standard Processing
US-2020-100482;11/4/2020;20/04/2020;Standard Processing
US-2020-100482;11/4/2020;20/04/2020;Standard Processing
CA-2020-135076;13/4/2020;20/04/2020;Standard Processing
CA-2020-141663;13/4/2020;20/04/2020;Standard Processing
US-2020-166324;20/4/2020;22/04/2020;Express
US-2020-166324;20/4/2020;22/04/2020;Express
US-2020-166324;20/4/2020;22/04/2020;Express
CA-2020-131233;14/4/2020;22/04/2020;Standard Processing
CA-2020-131233;14/4/2020;22/04/2020;Standard Processing
US-2020-126060;14/4/2020;22/04/2020;Standard Processing
CA-2020-127117;14/4/2020;22/04/2020;Standard Processing
CA-2020-114412;15/4/2020;22/04/2020;Standard Processing
US-2020-141698;15/4/2020;22/04/2020;Standard Processing
CA-2020-109946;16/4/2020;22/04/2020;Standard Processing
CA-2020-136497;16/4/2020;22/04/2020;Standard Processing
CA-2020-108070;16/4/2020;22/04/2020;Standard Processing
CA-2020-108070;16/4/2020;22/04/2020;Standard Processing
US-2020-138086;16/4/2020;22/04/2020;Standard Processing
CA-2020-151484;20/4/2020;24/04/2020;Express
CA-2020-151484;20/4/2020;24/04/2020;Express
CA-2020-151484;20/4/2020;24/04/2020;Express
CA-2020-151484;20/4/2020;24/04/2020;Express
CA-2020-166198;21/4/2020;24/04/2020;Express
CA-2020-166198;21/4/2020;24/04/2020;Express
CA-2020-128853;21/4/2020;24/04/2020;Express
CA-2020-140802;21/4/2020;24/04/2020;Express
CA-2020-140802;21/4/2020;24/04/2020;Express
CA-2020-135783;22/4/2020;24/04/2020;Express
US-2020-156356;16/4/2020;24/04/2020;Standard Processing
US-2020-156356;16/4/2020;24/04/2020;Standard Processing
US-2020-156356;16/4/2020;24/04/2020;Standard Processing
CA-2020-134845;17/4/2020;24/04/2020;Standard Processing
CA-2020-134845;17/4/2020;24/04/2020;Standard Processing
CA-2020-134845;17/4/2020;24/04/2020;Standard Processing
CA-2020-134845;17/4/2020;24/04/2020;Standard Processing
CA-2020-134845;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
CA-2020-128965;17/4/2020;24/04/2020;Standard Processing
US-2020-129203;17/4/2020;24/04/2020;Standard Processing
CA-2020-104010;23/4/2020;27/04/2020;Express
CA-2020-157112;23/4/2020;27/04/2020;Express
CA-2020-157112;23/4/2020;27/04/2020;Express
CA-2020-101700;23/4/2020;27/04/2020;Express
CA-2020-101700;23/4/2020;27/04/2020;Express
CA-2020-149489;24/4/2020;27/04/2020;Express
CA-2020-149489;24/4/2020;27/04/2020;Express
CA-2020-149489;24/4/2020;27/04/2020;Express
CA-2020-116953;24/4/2020;27/04/2020;Express
US-2020-128832;24/4/2020;27/04/2020;Express
CA-2020-100615;20/4/2020;27/04/2020;Standard Processing
CA-2020-100615;20/4/2020;27/04/2020;Standard Processing
CA-2020-100615;20/4/2020;27/04/2020;Standard Processing
CA-2020-119655;20/4/2020;27/04/2020;Standard Processing
CA-2020-119655;20/4/2020;27/04/2020;Standard Processing
CA-2020-132213;25/4/2020;29/04/2020;Express
CA-2020-132213;25/4/2020;29/04/2020;Express
CA-2020-160045;26/4/2020;29/04/2020;Express
CA-2020-168228;27/4/2020;29/04/2020;Express
CA-2020-168228;27/4/2020;29/04/2020;Express
CA-2020-168228;27/4/2020;29/04/2020;Express
US-2020-152366;21/4/2020;29/04/2020;Standard Processing
CA-2020-146360;23/4/2020;29/04/2020;Standard Processing
CA-2020-136651;23/4/2020;29/04/2020;Standard Processing
CA-2020-136651;23/4/2020;29/04/2020;Standard Processing
CA-2020-136651;23/4/2020;29/04/2020;Standard Processing
CA-2020-166849;20/4/2020;29/04/2020;Standard Processing
US-2020-145863;21/4/2020;29/04/2020;Standard Processing
US-2020-145863;21/4/2020;29/04/2020;Standard Processing
CA-2020-169054;22/4/2020;29/04/2020;Standard Processing
CA-2020-146192;22/4/2020;29/04/2020;Standard Processing
US-2020-132031;23/4/2020;29/04/2020;Standard Processing
US-2020-132031;23/4/2020;29/04/2020;Standard Processing
US-2020-132031;23/4/2020;29/04/2020;Standard Processing
US-2020-132031;23/4/2020;29/04/2020;Standard Processing
CA-2020-166933;24/4/2020;29/04/2020;Standard Processing
CA-2020-120222;25/4/2020;29/04/2020;Standard Processing
CA-2020-120222;25/4/2020;29/04/2020;Standard Processing
CA-2020-125381;25/4/2020;01/05/2020;Standard Processing
CA-2020-159226;25/4/2020;01/05/2020;Standard Processing
CA-2020-108553;23/4/2020;01/05/2020;Standard Processing
CA-2020-108553;23/4/2020;01/05/2020;Standard Processing
CA-2020-168102;24/4/2020;01/05/2020;Standard Processing
CA-2020-125269;24/4/2020;01/05/2020;Standard Processing
CA-2020-125269;24/4/2020;01/05/2020;Standard Processing
US-2020-107636;30/4/2020;04/05/2020;Express
CA-2020-110198;1/5/2020;04/05/2020;Express
CA-2020-110198;1/5/2020;04/05/2020;Express
CA-2020-151071;25/4/2020;04/05/2020;Standard Processing
CA-2020-129707;25/4/2020;04/05/2020;Standard Processing
CA-2020-135692;27/4/2020;04/05/2020;Standard Processing
CA-2020-135692;27/4/2020;04/05/2020;Standard Processing
CA-2020-105991;5/5/2020;06/05/2020;Express
CA-2020-105991;5/5/2020;06/05/2020;Express
CA-2020-105991;5/5/2020;06/05/2020;Express
CA-2020-107552;5/5/2020;06/05/2020;Express
CA-2020-144498;6/5/2020;06/05/2020;Express
CA-2020-144498;6/5/2020;06/05/2020;Express
CA-2020-144498;6/5/2020;06/05/2020;Express
US-2020-164056;29/4/2020;06/05/2020;Standard Processing
CA-2020-151911;30/4/2020;06/05/2020;Standard Processing
CA-2020-143665;26/4/2020;06/05/2020;Standard Processing
CA-2020-143665;26/4/2020;06/05/2020;Standard Processing
CA-2020-151281;27/4/2020;06/05/2020;Standard Processing
CA-2020-160962;28/4/2020;06/05/2020;Standard Processing
CA-2020-160962;28/4/2020;06/05/2020;Standard Processing
CA-2020-120894;28/4/2020;06/05/2020;Standard Processing
CA-2020-137631;28/4/2020;06/05/2020;Standard Processing
CA-2020-126718;29/4/2020;06/05/2020;Standard Processing
CA-2020-124597;30/4/2020;06/05/2020;Standard Processing
